"","HNO204_37_d23_DIFF_B1","HNO204_MX_d23_DIFF_B1","HNO918_37_d23_DIFF_B1","HNO918_MX_d23_DIFF_B1","HNO919_37_d23_DIFF_B1","HNO919_MX_d23_DIFF_B1","HNO204_37_d23_DIFF_B2","HNO204_MX_d23_DIFF_B2","HNO918_37_d23_DIFF_B2","HNO918_MX_d23_DIFF_B2","HNO919_37_d23_DIFF_B2","HNO919_MX_d23_DIFF_B2"
"ENSG00000085552",1183,1621,1693,1436,1279,1334,1587,2486,1670,1411,1600,1543
"ENSG00000085563",1,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000085644",552,525,680,534,414,505,582,724,639,525,552,293
"ENSG00000085662",656,866,894,936,554,716,748,1540,605,964,845,1051
"ENSG00000085719",3272,4179,4457,4949,3252,3196,1618,2738,2322,2187,2019,869
"ENSG00000085721",848,1074,1204,1286,1001,1027,436,1032,705,718,605,336
"ENSG00000085733",5576,6047,7879,6251,5033,5545,5067,7837,5595,5034,5512,4204
"ENSG00000085741",13,11,26,38,20,19,24,34,26,32,17,22
"ENSG00000085760",830,1181,1391,1316,1034,1025,639,1315,680,834,744,655
"ENSG00000085788",866,1333,1169,1597,784,1140,574,1204,677,903,582,381
"ENSG00000085831",630,611,855,812,455,558,525,938,508,600,565,292
"ENSG00000085832",1151,1368,1518,1722,1118,1109,692,1204,852,765,657,469
"ENSG00000085840",42,100,87,120,61,101,43,143,67,109,48,103
"ENSG00000085871",1274,1070,1920,1408,1157,978,1180,1875,1128,1168,1443,1079
"ENSG00000085872",1425,1482,1937,1769,1165,1363,1169,1469,1502,1238,1370,460
"ENSG00000085978",811,856,1542,1160,922,873,662,872,943,696,893,376
"ENSG00000085982",1810,2117,2707,2359,2042,1831,1123,1882,1686,1441,1604,963
"ENSG00000085998",1114,1159,1787,1406,1250,1298,1073,1554,1446,1135,1362,988
"ENSG00000085999",32,43,84,80,49,87,37,92,56,57,50,54
"ENSG00000086015",1134,1216,2275,1786,940,861,1403,1581,1563,1196,1217,732
"ENSG00000086061",4930,4346,7760,5051,4816,3793,3021,4475,3284,3008,3882,2060
"ENSG00000086062",4692,5636,6789,5875,4683,4918,2501,3949,4421,3725,4120,1758
"ENSG00000086065",2786,2661,3786,3208,2209,2024,1849,3044,1866,2035,2227,1423
"ENSG00000086102",2142,2610,3391,2857,2246,2078,1713,2627,1965,1725,1827,1073
"ENSG00000086159",31,42,86,54,64,36,55,57,51,24,35,33
"ENSG00000086189",1279,1683,2129,2366,1225,1291,991,1770,1123,1351,1215,628
"ENSG00000086200",822,949,1301,1215,889,798,398,755,539,686,600,368
"ENSG00000086205",32,38,0,0,0,0,1,7,0,0,0,0
"ENSG00000086232",3208,4142,5739,5488,3013,3352,2555,3799,3437,3320,3305,1662
"ENSG00000086288",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000086289",142,140,112,78,45,81,153,280,67,100,94,26
"ENSG00000086300",25,48,30,63,2,13,10,28,15,32,10,9
"ENSG00000086475",1474,2011,2369,2411,1311,1603,1306,2869,1675,1884,1449,1222
"ENSG00000086504",850,703,1046,841,628,708,981,1784,963,1195,1143,1679
"ENSG00000086506",0,0,0,1,5,0,5,5,1,0,1,0
"ENSG00000086544",1902,1839,2375,2063,1865,1971,2028,3093,1999,1857,2300,1556
"ENSG00000086548",2775,2866,1598,1200,5994,4068,1391,1959,1266,1463,2395,1309
"ENSG00000086570",7215,8358,7147,6724,5854,5789,3584,3722,5235,4065,4668,2167
"ENSG00000086589",1019,1402,1443,1339,987,1077,802,1332,881,845,974,661
"ENSG00000086598",3596,4319,6174,5770,4347,3972,2699,4695,3692,3749,3858,1951
"ENSG00000086619",319,414,707,702,404,264,165,309,313,331,285,152
"ENSG00000086666",1593,1643,2339,2117,1688,1384,1207,1854,1178,1295,1423,877
"ENSG00000086696",38,57,27,29,90,106,10,31,29,23,20,49
"ENSG00000086712",529,641,775,674,645,478,409,409,427,311,352,168
"ENSG00000086717",1,7,0,6,3,0,4,0,0,1,0,1
"ENSG00000086730",23,11,17,17,9,5,17,22,15,4,1,11
"ENSG00000086758",4273,4962,5781,5219,4240,3942,2491,2993,4272,3199,3789,1610
"ENSG00000086827",489,598,672,681,445,456,294,546,314,391,329,222
"ENSG00000086848",121,164,251,212,136,140,76,147,106,121,108,75
"ENSG00000086967",1,1,2,0,1,3,0,1,1,0,1,1
"ENSG00000086991",0,0,3,7,0,0,13,12,0,1,2,4
"ENSG00000087008",795,1062,1469,1192,626,750,701,1078,971,751,881,609
"ENSG00000087053",1314,1567,1833,1524,1239,1067,729,1134,821,783,810,315
"ENSG00000087074",2391,2058,3084,2129,1989,1763,2593,4718,2175,2374,2421,1991
"ENSG00000087076",13,8,19,16,15,13,16,32,34,16,6,23
"ENSG00000087077",2277,2240,3449,2723,2434,2727,3034,5612,3306,3418,3629,4202
"ENSG00000087085",14,6,23,12,21,6,9,19,29,9,15,8
"ENSG00000087086",8448,8707,19109,18602,9239,10518,14000,24853,12530,17434,14470,18748
"ENSG00000087087",1927,2510,3304,2313,2323,2377,2265,3228,2379,1874,2126,2038
"ENSG00000087088",652,559,1018,642,677,763,846,1314,899,968,1068,931
"ENSG00000087095",543,640,848,739,567,456,349,541,501,401,372,201
"ENSG00000087111",1673,2122,2378,2258,1597,1772,1275,2436,1615,1920,1854,1046
"ENSG00000087116",0,0,0,0,0,0,1,6,0,1,0,0
"ENSG00000087128",330,511,120,182,510,394,206,552,89,310,408,364
"ENSG00000087152",1999,1944,2736,2311,1940,1986,1722,2422,2104,1790,1944,1071
"ENSG00000087157",811,1071,1462,1075,957,903,836,1239,1026,834,978,622
"ENSG00000087191",2006,2322,2833,2439,1952,2067,2053,3892,1833,2213,2322,2871
"ENSG00000087206",400,569,543,628,408,492,425,657,428,381,456,316
"ENSG00000087237",0,0,1,0,1,1,2,0,0,0,0,0
"ENSG00000087245",32,29,11,1,21,16,106,94,8,2,32,19
"ENSG00000087250",21,56,33,29,13,16,38,141,13,48,14,36
"ENSG00000087253",535,675,498,663,335,332,208,339,273,266,311,119
"ENSG00000087258",0,6,1,4,0,0,1,2,1,2,5,9
"ENSG00000087263",566,775,816,918,620,616,375,716,404,478,507,276
"ENSG00000087266",905,1128,1572,1574,1102,1264,779,1028,1365,843,888,387
"ENSG00000087269",854,1070,1232,1089,765,987,756,1593,809,970,763,751
"ENSG00000087274",4465,5164,6754,5950,4163,4679,3370,5285,4581,4320,4570,2883
"ENSG00000087299",392,513,572,645,405,444,196,422,259,289,244,127
"ENSG00000087301",234,376,330,390,273,251,127,220,144,155,148,52
"ENSG00000087302",1433,1880,2140,2270,1241,1656,1230,2896,1178,1766,1521,1818
"ENSG00000087303",4,3,16,0,3,4,2,1,4,1,3,3
"ENSG00000087338",1138,1227,1525,1670,1124,1160,569,1215,831,1001,733,387
"ENSG00000087365",5089,5305,7726,6969,4379,4896,4263,7560,4948,5816,5150,4235
"ENSG00000087448",548,614,641,613,545,527,311,480,379,323,333,240
"ENSG00000087460",12702,14464,20610,18857,11409,11888,12471,20629,14690,14701,14953,10501
"ENSG00000087470",1311,1592,1628,2009,1356,1454,712,1129,953,888,866,550
"ENSG00000087494",48,44,1145,909,42,28,158,72,1601,55,314,27
"ENSG00000087495",7,11,10,9,27,18,6,21,2,8,4,3
"ENSG00000087502",910,1087,1063,1106,940,788,419,815,575,440,551,377
"ENSG00000087510",405,429,775,642,411,431,309,503,549,507,465,291
"ENSG00000087586",183,341,176,300,173,237,122,376,107,211,133,192
"ENSG00000087589",1,0,2,4,2,1,2,3,0,0,6,0
"ENSG00000087842",1060,1025,1887,1312,941,813,954,1420,988,950,1318,955
"ENSG00000087884",70,102,167,180,91,94,107,208,95,146,70,126
"ENSG00000087903",2331,2459,3161,2715,1935,1851,1805,2654,1973,1990,1958,1195
"ENSG00000087995",517,558,677,596,468,404,423,618,409,359,529,277
"ENSG00000088002",607,545,675,512,485,414,879,1099,724,574,929,582
"ENSG00000088035",462,507,522,397,463,395,229,426,261,315,275,152
"ENSG00000088038",1124,1149,1553,1315,1176,1128,1077,1382,1373,1037,1179,730
"ENSG00000088053",81,68,60,73,63,66,72,90,61,46,84,35
"ENSG00000088179",660,833,853,842,625,581,310,481,445,326,316,149
"ENSG00000088205",1410,2024,1950,2174,1588,1670,801,1748,1006,1101,968,545
"ENSG00000088247",4776,4647,6559,5525,3891,4476,4028,5938,5308,4522,4922,2132
"ENSG00000088256",3438,3307,5167,3893,2864,3020,3526,4755,3871,3450,4079,2247
"ENSG00000088280",1220,1338,1395,1150,1136,1152,1216,1775,1137,824,1104,532
"ENSG00000088298",347,402,504,375,259,337,359,583,445,385,428,335
"ENSG00000088305",60,70,66,121,48,83,40,79,32,67,50,21
"ENSG00000088320",26,27,27,29,1,4,43,82,17,28,10,12
"ENSG00000088325",360,694,591,862,371,480,297,857,327,526,359,488
"ENSG00000088356",381,347,613,433,324,336,389,650,440,477,450,541
"ENSG00000088367",3428,3719,5677,4773,3474,3869,2765,3719,3929,3468,3668,1785
"ENSG00000088386",128,205,130,197,216,258,117,275,67,91,122,106
"ENSG00000088387",2765,3897,2947,3244,2533,2698,1338,2185,1709,1714,1609,536
"ENSG00000088448",698,1182,1427,1378,1193,1197,631,1063,782,638,718,693
"ENSG00000088451",228,308,410,330,224,225,203,386,214,210,220,126
"ENSG00000088538",7,32,9,13,32,36,10,28,10,14,7,7
"ENSG00000088543",62,56,98,107,46,51,73,98,90,70,63,71
"ENSG00000088682",1174,1435,1593,1455,1314,1139,1070,1661,1208,1087,1295,992
"ENSG00000088726",841,1148,904,1022,740,909,648,1281,691,715,845,794
"ENSG00000088727",882,889,1116,983,643,687,653,1163,494,796,796,764
"ENSG00000088756",165,183,95,142,54,36,47,103,55,24,30,13
"ENSG00000088766",1014,1252,1568,1647,1052,1071,967,1799,1003,1147,1044,716
"ENSG00000088782",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000088808",1471,1850,2632,2753,1813,1837,1424,2051,2079,1763,1751,1118
"ENSG00000088812",2793,4716,4012,5046,2662,3855,1148,2891,2296,3058,2131,1331
"ENSG00000088826",124,134,125,161,73,106,130,267,134,175,134,168
"ENSG00000088827",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000088832",3519,4550,4667,4518,3470,3489,3116,5062,3018,2927,3190,2454
"ENSG00000088833",1709,1866,2345,2007,1367,1638,1647,2864,1562,1857,1767,1671
"ENSG00000088836",5371,7939,8907,7236,5837,6436,5139,9424,5918,5231,4831,4068
"ENSG00000088854",1059,1447,1537,1432,988,1192,574,861,777,751,627,405
"ENSG00000088876",151,180,219,154,141,193,123,170,120,117,146,113
"ENSG00000088881",280,265,858,656,329,286,491,492,918,551,820,528
"ENSG00000088882",4,23,45,57,10,18,4,24,33,39,18,25
"ENSG00000088888",3762,4087,5116,4272,3655,4015,2691,3210,3150,2562,3324,1630
"ENSG00000088899",1436,1359,2564,1704,1666,1437,1813,2445,2143,1553,1810,787
"ENSG00000088926",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000088930",1935,2736,2773,2962,1937,1965,1101,2406,1406,1766,1397,793
"ENSG00000088970",384,583,486,571,324,412,279,611,268,348,250,217
"ENSG00000088986",6991,6858,9855,6735,5612,4892,5884,9586,4975,5911,6681,5735
"ENSG00000088992",0,0,1,10,3,2,0,0,5,0,1,2
"ENSG00000089006",1247,1666,2036,2080,1449,1469,1127,2037,1157,1311,1201,1064
"ENSG00000089009",16837,20397,27802,26782,17713,20157,20306,40229,19063,24153,22918,31023
"ENSG00000089012",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089022",643,1078,922,1086,748,757,553,1108,593,652,578,517
"ENSG00000089041",48,92,22,35,64,51,29,89,19,20,20,22
"ENSG00000089048",476,559,624,729,472,488,293,648,302,309,222,205
"ENSG00000089050",1039,1543,2198,2477,1106,1191,711,1347,1080,1141,1013,415
"ENSG00000089053",2636,4421,3894,4732,3056,3712,2183,4952,2551,3379,2587,2759
"ENSG00000089057",1188,2002,1925,2683,1196,1751,1014,1861,1121,1287,817,490
"ENSG00000089060",773,834,1150,910,779,941,709,971,904,773,948,566
"ENSG00000089063",1910,1882,3129,2963,2032,1834,1572,2534,1833,1943,1970,1059
"ENSG00000089091",544,689,992,778,475,450,346,573,420,432,354,227
"ENSG00000089094",955,1178,1421,1319,790,937,671,1088,877,874,874,394
"ENSG00000089101",743,791,1735,1119,790,559,385,472,708,479,622,149
"ENSG00000089116",1,0,0,0,0,0,1,2,0,0,0,0
"ENSG00000089123",364,489,554,608,386,431,286,653,328,435,287,191
"ENSG00000089127",703,681,921,770,566,553,562,668,657,593,782,388
"ENSG00000089154",2721,3177,3636,3201,2880,2773,1603,2396,2736,2178,2272,1140
"ENSG00000089157",31414,42736,60837,63636,32944,44048,46652,99820,53723,72753,63342,91174
"ENSG00000089159",3280,3868,4246,4004,3077,3644,2481,4050,3228,3158,3072,1560
"ENSG00000089163",30,15,20,9,27,24,19,21,33,30,28,26
"ENSG00000089169",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089177",511,696,683,716,483,490,339,572,406,399,311,162
"ENSG00000089195",482,499,758,638,539,543,382,557,414,405,399,271
"ENSG00000089199",4,6,2,7,3,4,2,13,3,9,5,9
"ENSG00000089220",4461,5645,7448,7812,3785,5014,4284,9735,4553,7257,5503,5381
"ENSG00000089225",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089234",647,958,976,1101,637,741,484,869,521,572,539,376
"ENSG00000089248",2573,1745,3649,2327,1926,1718,2492,3913,2883,2304,3264,2561
"ENSG00000089250",8,4,13,22,16,15,4,5,24,9,10,9
"ENSG00000089280",2756,4099,4818,4143,3393,4023,2623,4818,3011,2892,2646,2865
"ENSG00000089289",1448,1684,1983,2049,1347,1291,1391,2390,1206,1498,1600,1469
"ENSG00000089327",188,194,224,283,165,182,291,462,168,173,158,304
"ENSG00000089335",478,643,846,825,744,542,393,614,393,318,341,271
"ENSG00000089351",477,580,796,765,528,580,479,940,590,574,400,401
"ENSG00000089356",171,302,358,280,375,328,193,367,187,179,139,266
"ENSG00000089472",2,1,5,8,3,2,0,5,8,6,1,8
"ENSG00000089486",617,578,833,683,904,791,603,832,712,576,839,542
"ENSG00000089505",26,29,50,20,22,35,24,26,35,23,13,8
"ENSG00000089558",6,2,12,4,26,21,5,6,11,13,16,9
"ENSG00000089597",6422,6768,9636,8069,5808,6255,3890,5522,5649,5242,5787,2508
"ENSG00000089639",328,372,582,421,404,541,270,434,502,458,385,227
"ENSG00000089682",357,430,432,380,457,403,131,203,161,162,169,54
"ENSG00000089685",181,356,245,437,116,218,298,846,219,466,291,786
"ENSG00000089692",7,19,15,28,20,7,2,11,23,7,16,22
"ENSG00000089693",3192,3525,4657,4343,2771,3449,3654,6871,4078,4779,4618,4350
"ENSG00000089723",115,105,152,134,124,114,42,61,77,68,104,33
"ENSG00000089737",3157,4171,4704,4834,3138,3765,2496,4348,2689,3154,2958,2395
"ENSG00000089775",347,539,589,595,463,436,288,434,291,250,218,202
"ENSG00000089818",625,827,850,797,670,621,508,737,472,478,535,257
"ENSG00000089820",82,60,480,309,154,129,158,210,283,242,264,265
"ENSG00000089847",80,52,146,70,60,27,59,73,115,74,110,52
"ENSG00000089876",2413,3501,4165,5137,2319,2605,1318,3210,1990,2982,2039,1435
"ENSG00000089902",1449,1837,2033,1870,1421,1405,919,1256,1179,992,1118,448
"ENSG00000089916",869,1123,1007,920,939,838,360,617,431,321,339,180
"ENSG00000090006",6618,7528,6630,6895,5827,7056,5916,9553,6262,6745,6760,6844
"ENSG00000090013",1234,1181,1952,1863,1101,1275,1712,3205,1843,2224,2099,2980
"ENSG00000090020",1439,1521,2017,1668,1384,1514,1190,1596,1640,1393,1643,822
"ENSG00000090054",1929,2284,2624,2236,2201,1929,986,1784,1302,1262,1264,677
"ENSG00000090060",4417,4874,6496,5770,4514,3949,2637,4302,3495,3022,3265,1802
"ENSG00000090061",279,342,363,360,278,308,131,178,206,186,188,52
"ENSG00000090097",221,245,380,357,315,303,370,604,398,379,375,471
"ENSG00000090104",2,1,0,1,1,7,2,1,0,0,0,1
"ENSG00000090238",1404,1398,1964,1504,1292,1351,1657,2494,1677,1557,1962,1347
"ENSG00000090263",800,912,1279,937,822,751,649,1177,609,774,703,766
"ENSG00000090266",896,746,1328,841,671,607,918,1606,865,1059,1209,1401
"ENSG00000090273",4794,3917,7223,5047,3381,3545,4439,7575,4100,5211,5201,5827
"ENSG00000090316",1942,2255,2757,2340,2003,2026,1865,3157,2104,2002,2072,1749
"ENSG00000090339",442,436,236,204,751,738,220,274,298,260,287,162
"ENSG00000090372",2776,2843,4043,3327,2472,3066,2983,5043,3582,3549,3537,2524
"ENSG00000090376",1217,1868,1680,1769,1933,2438,335,585,616,663,550,287
"ENSG00000090382",348,278,806,756,347,335,247,594,420,465,308,166
"ENSG00000090402",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000090432",723,797,1012,963,644,693,605,1070,797,789,949,553
"ENSG00000090447",233,196,274,205,144,208,268,534,285,271,293,288
"ENSG00000090470",621,597,1149,908,702,742,492,1044,905,787,794,502
"ENSG00000090487",1501,1941,2463,2332,1378,1459,1394,2330,1452,1438,1482,910
"ENSG00000090512",9,31,11,4,31,29,17,46,11,47,73,37
"ENSG00000090520",543,746,881,766,623,722,327,800,470,568,514,423
"ENSG00000090530",429,550,159,113,188,210,204,325,126,95,155,96
"ENSG00000090534",0,4,0,0,0,0,0,0,0,0,0,0
"ENSG00000090539",0,0,2,0,0,1,7,0,0,2,0,2
"ENSG00000090554",3,6,13,2,2,3,0,2,7,2,3,7
"ENSG00000090565",1474,1317,2159,1693,1103,1301,1760,3059,1798,1843,1777,1271
"ENSG00000090581",795,913,861,880,659,732,745,1431,803,832,868,1011
"ENSG00000090612",603,698,938,772,615,557,333,589,464,432,443,272
"ENSG00000090615",1769,1829,2666,1962,1635,1733,1667,2298,2112,1535,1969,1083
"ENSG00000090621",3092,3901,5046,4546,4329,4557,2926,5426,3897,3745,3404,2574
"ENSG00000090659",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000090661",655,608,898,715,710,674,863,1393,626,651,804,600
"ENSG00000090674",365,446,437,310,296,421,356,591,356,376,367,303
"ENSG00000090686",1133,1364,1951,1653,1362,1166,750,1176,1180,908,949,589
"ENSG00000090776",1892,1829,2351,1926,1884,2241,1609,2219,2385,1869,2405,1550
"ENSG00000090857",1265,1796,1022,966,898,874,560,717,547,449,403,218
"ENSG00000090861",2261,2345,3709,3193,2023,2051,1725,2888,2257,2191,2299,1740
"ENSG00000090863",3346,4342,5260,4760,3181,3668,1874,2668,3271,3210,3124,1614
"ENSG00000090889",232,361,244,238,231,201,152,356,115,137,129,119
"ENSG00000090905",1245,1867,1956,1858,1634,1479,685,1023,1095,723,709,460
"ENSG00000090924",151,203,218,236,174,266,100,143,169,140,111,111
"ENSG00000090932",0,0,0,1,0,0,9,7,1,0,1,1
"ENSG00000090971",974,592,1532,736,696,663,1262,1949,1410,1315,1685,1509
"ENSG00000090975",135,170,248,243,163,207,131,173,200,156,169,87
"ENSG00000090989",1380,1910,1915,2079,1479,1476,759,1487,938,1026,995,652
"ENSG00000091009",449,473,648,707,444,398,311,429,305,364,304,214
"ENSG00000091010",0,4,2,0,0,0,0,2,0,4,0,0
"ENSG00000091039",1824,2215,2498,2950,1911,1884,750,1370,1245,1215,906,392
"ENSG00000091073",3544,3689,4080,3021,3274,3571,3296,4689,3141,2952,3607,2787
"ENSG00000091106",9,7,8,4,2,6,11,10,4,6,8,7
"ENSG00000091127",351,524,356,507,278,463,179,484,206,323,198,148
"ENSG00000091128",3,10,9,15,38,21,8,0,11,20,13,14
"ENSG00000091129",941,1387,398,616,538,743,369,714,204,357,230,163
"ENSG00000091136",1166,1616,1816,1933,1785,2074,942,1527,1664,1369,1470,1097
"ENSG00000091137",268,288,53,63,312,372,3,46,40,51,34,5
"ENSG00000091138",5,1,1,0,4,0,0,2,0,0,0,0
"ENSG00000091140",2267,2951,3444,3516,2593,2956,1465,2828,1862,2124,2011,1343
"ENSG00000091157",699,783,835,795,594,633,221,388,377,429,313,136
"ENSG00000091164",1302,1433,1804,1590,1264,1255,1039,1976,1159,1223,1227,1071
"ENSG00000091181",1547,1782,2099,1702,1270,1197,887,1587,901,1060,927,500
"ENSG00000091262",513,482,944,422,496,354,376,470,628,337,580,237
"ENSG00000091317",4738,5262,6678,6832,4949,4553,2541,4602,3514,3701,3355,1447
"ENSG00000091409",2392,3925,1544,2085,2054,2704,899,2116,1125,1158,897,565
"ENSG00000091428",17,32,27,48,17,9,7,24,14,22,15,2
"ENSG00000091436",501,817,818,1039,667,723,261,539,413,466,395,197
"ENSG00000091482",1,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000091483",1274,1819,1970,2175,1368,1582,923,2111,1117,1475,1252,1244
"ENSG00000091490",3290,2904,4257,3185,3761,3022,1341,1788,2417,1709,2094,673
"ENSG00000091513",5,20,249,295,134,153,30,50,271,89,176,48
"ENSG00000091527",2495,2914,3523,3434,2399,2723,1923,3612,2132,2484,2205,1600
"ENSG00000091536",36,75,89,90,51,51,43,80,61,46,43,35
"ENSG00000091542",2897,3144,4442,3919,2213,2530,2560,3984,3340,3275,3166,1801
"ENSG00000091583",0,0,0,0,0,0,0,0,0,0,0,4
"ENSG00000091592",727,762,1733,1313,1262,1225,772,947,1145,973,1088,856
"ENSG00000091622",3374,3556,4189,3392,2591,2406,5424,6777,4862,3303,3365,1853
"ENSG00000091640",1048,987,1381,1110,917,864,1205,2287,985,1189,1301,1443
"ENSG00000091651",74,130,127,123,91,118,65,195,76,107,61,120
"ENSG00000091656",19,38,11,11,1,17,5,2,8,15,5,3
"ENSG00000091664",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091704",1,0,0,0,4,0,0,0,0,0,1,0
"ENSG00000091732",233,310,349,393,248,261,229,459,241,300,345,254
"ENSG00000091831",52,86,11,8,80,113,12,29,5,0,6,2
"ENSG00000091844",160,191,332,383,214,137,109,139,159,136,109,59
"ENSG00000091879",6,5,13,13,7,5,4,8,0,1,13,0
"ENSG00000091947",762,810,1178,973,668,728,893,1764,950,1108,1140,1111
"ENSG00000091972",8,12,18,19,13,17,8,9,12,3,8,8
"ENSG00000091986",1674,2151,3666,3997,3200,2765,1319,2232,1844,1759,2285,1260
"ENSG00000092009",1,0,7,0,1,1,0,2,3,0,0,0
"ENSG00000092010",2539,3409,3578,3509,2197,2497,2486,5079,2399,3152,2925,3683
"ENSG00000092020",281,412,479,485,367,330,228,388,301,308,284,248
"ENSG00000092036",293,387,641,638,322,339,353,641,403,433,398,426
"ENSG00000092051",3,1,3,0,4,2,1,1,1,2,8,1
"ENSG00000092054",0,0,2,0,0,1,0,1,0,0,0,0
"ENSG00000092067",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092068",1931,2045,1301,1549,1107,1325,1492,2278,1083,1403,1175,945
"ENSG00000092094",330,534,636,603,466,467,366,599,456,301,390,391
"ENSG00000092096",105,96,192,132,111,94,262,283,206,131,141,138
"ENSG00000092098",457,611,637,606,481,587,362,769,575,539,465,242
"ENSG00000092108",992,1294,1437,1565,965,1166,660,1300,699,933,790,559
"ENSG00000092140",461,407,687,625,603,371,209,269,293,225,289,111
"ENSG00000092148",7240,9046,10245,9885,7225,6325,3388,4758,4845,4386,4285,1599
"ENSG00000092199",7931,7528,11847,8636,7623,6865,7233,10067,7120,6277,8008,5002
"ENSG00000092200",7,23,25,32,9,9,1,18,5,14,12,8
"ENSG00000092201",2294,3504,3802,3983,2705,2879,1428,2963,1876,2179,1768,1216
"ENSG00000092203",1564,1874,2075,1986,1528,1630,1050,1638,1328,1253,1224,801
"ENSG00000092208",123,163,225,304,126,154,111,263,119,137,122,144
"ENSG00000092295",468,520,185,257,653,875,344,760,227,366,345,537
"ENSG00000092330",683,865,1098,930,698,805,832,1258,860,900,898,653
"ENSG00000092345",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000092377",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092421",429,477,722,570,361,452,416,465,723,383,405,217
"ENSG00000092439",1336,1914,2441,2785,1743,1599,603,1066,1097,1023,856,344
"ENSG00000092445",379,293,463,317,321,371,335,430,350,314,433,238
"ENSG00000092470",84,167,189,263,99,130,64,279,99,178,122,144
"ENSG00000092529",24,20,53,25,59,36,26,12,28,2,8,7
"ENSG00000092531",319,280,402,295,245,243,125,216,209,170,177,75
"ENSG00000092607",0,0,0,2,2,1,0,0,0,0,0,1
"ENSG00000092621",1194,1484,2680,2502,1047,1322,1814,3121,1812,2368,2152,2638
"ENSG00000092758",27,36,53,40,18,25,44,115,46,44,46,47
"ENSG00000092820",25436,32757,35928,35801,19699,23689,18808,39461,17968,24324,18969,15885
"ENSG00000092841",7335,6844,11255,8533,6330,6432,8124,14143,7843,8377,9704,13084
"ENSG00000092847",1214,1331,1697,1618,1053,1314,893,1516,1193,1153,1006,648
"ENSG00000092850",2038,1936,3367,2217,1963,1411,2044,2782,2210,1828,2229,2000
"ENSG00000092853",37,66,36,85,24,40,17,53,31,36,26,19
"ENSG00000092871",537,583,710,725,386,423,397,459,471,392,407,175
"ENSG00000092929",103,116,50,57,142,113,78,128,54,51,89,122
"ENSG00000092931",597,780,843,876,594,640,394,734,480,522,555,312
"ENSG00000092964",251,250,377,356,205,225,216,483,393,356,270,270
"ENSG00000092969",351,290,358,268,609,419,132,165,150,100,136,56
"ENSG00000092978",428,569,580,546,405,415,295,484,263,273,257,159
