Species,Date,LDHAssay_PlateNumber,Coordinate,Line,Assay,Location,Strain,Temp,Well_Endpoint,Collection_Time,Replicate,Value,CFUmatched,Reject,bacteria_label
Sau,10_04_2022,1,C7,HNO918,CFU,Baso,KPL2115,34,48,0,1,0.112,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,C8,HNO918,CFU,Baso,KPL2115,34,48,0,2,0.117,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,C9,HNO918,CFU,Baso,KPL2115,34,48,0,3,0.114,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,C10,HNO918,CFU,Baso,KPL2115,34,48,48,1,0.115,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,C11,HNO918,CFU,Baso,KPL2115,34,48,48,2,0.115,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,C12,HNO918,CFU,Baso,KPL2115,34,48,48,3,0.117,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,D1,HNO918,CFU,Baso,KPL2115,37,24,0,1,0.102,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,D2,HNO918,CFU,Baso,KPL2115,37,24,0,2,0.101,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_07_2023,3,F7,HNO204,CFU,Baso,KPL2115,34,48,0,1,0.134,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,A8,HNO204,CFU,Baso,KPL2115,34,24,0,2,0.132,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,D5,HNO918,CFU,Baso,KPL2115,37,24,24,2,0.097,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,D6,HNO918,CFU,Baso,KPL2115,37,24,24,3,0.097,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,D7,HNO918,CFU,Baso,KPL2115,37,48,0,1,0.116,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,D8,HNO918,CFU,Baso,KPL2115,37,48,0,2,0.115,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,D9,HNO918,CFU,Baso,KPL2115,37,48,0,3,0.117,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,D10,HNO918,CFU,Baso,KPL2115,37,48,48,1,0.918,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,D11,HNO918,CFU,Baso,KPL2115,37,48,48,2,0.824,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,D12,HNO918,CFU,Baso,KPL2115,37,48,48,3,0.789,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,D8,HNO919,CFU,Baso,KPL2115,34,48,48,2,0.16,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,H7,HNO204,CFU,Baso,KPL2115,37,48,48,1,0.237,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,H8,HNO204,CFU,Baso,KPL2115,37,48,48,2,0.242,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,H9,HNO204,CFU,Baso,KPL2115,37,48,48,3,0.235,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_17_2022,1,C12,HNO918,CFU,Baso,KPL2115,37,48,48,2,0.214499995,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,H7,HNO919,CFU,Baso,KPL2115,37,48,48,1,0.574,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,H8,HNO919,CFU,Baso,KPL2115,37,48,48,2,0.59,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,H9,HNO919,CFU,Baso,KPL2115,37,48,48,3,0.581,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,C8,HNO918,CFU,Baso,KPL2115,34,48,0,2,0.09,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,G7,HNO918,CFU,Baso,KPL2115,37,48,0,1,0.1,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,G8,HNO918,CFU,Baso,KPL2115,37,48,0,2,0.1,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,E7,HNO919,CFU,Baso,KPL2115,37,24,0,1,0.081,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,E8,HNO919,CFU,Baso,KPL2115,37,24,0,2,0.084,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,E9,HNO919,CFU,Baso,KPL2115,37,24,0,3,0.085,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,1,G11,HNO204,CFU,Baso,KPL2115,34,48,48,2,0.168,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,1,G12,HNO204,CFU,Baso,KPL2115,34,48,48,3,0.187,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_17_2022,1,F6,HNO918,CFU,Baso,KPL2115,34,48,0,2,0.088600002,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_17_2022,1,F7,HNO918,CFU,Baso,KPL2115,37,48,0,1,0.093000002,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,H7,HNO918,CFU,Baso,KPL2115,37,48,48,1,0.32,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,2,E7,HNO204,CFU,Baso,KPL2115,37,24,0,1,0.2,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,2,E8,HNO204,CFU,Baso,KPL2115,37,24,0,2,0.136,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,2,E9,HNO204,CFU,Baso,KPL2115,37,24,0,3,0.134,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,B9,HNO919,CFU,Baso,KPL2115,34,24,24,3,0.099,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,F7,HNO919,CFU,Baso,KPL2115,37,24,24,1,0.113,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,F8,HNO919,CFU,Baso,KPL2115,37,24,24,2,0.099,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,F9,HNO919,CFU,Baso,KPL2115,37,24,24,3,0.102,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,C7,HNO919,CFU,Baso,KPL2115,34,48,0,1,0.135,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,C8,HNO919,CFU,Baso,KPL2115,34,48,0,2,0.131,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,2,G7,HNO204,CFU,Baso,KPL2115,37,48,0,1,0.147,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,2,G8,HNO204,CFU,Baso,KPL2115,37,48,0,2,0.158,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,D3,HNO918,CFU,Baso,KPL2115,37,24,0,3,0.1,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,D4,HNO918,CFU,Baso,KPL2115,37,24,24,1,0.098,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,G7,HNO919,CFU,Baso,KPL2115,37,48,0,1,0.085,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,G8,HNO919,CFU,Baso,KPL2115,37,48,0,2,0.084,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,G9,HNO919,CFU,Baso,KPL2115,37,48,0,3,0.082,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,2,H8,HNO204,CFU,Baso,KPL2115,37,48,48,2,0.209,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,C1,HNO918,CFU,Baso,KPL2115,34,24,0,1,0.084,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,C2,HNO918,CFU,Baso,KPL2115,34,24,0,2,0.086,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,C3,HNO918,CFU,Baso,KPL2115,34,24,0,3,0.086,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,C4,HNO918,CFU,Baso,KPL2115,34,24,24,1,0.094,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,C5,HNO918,CFU,Baso,KPL2115,34,24,24,2,0.095,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,C6,HNO918,CFU,Baso,KPL2115,34,24,24,3,0.095,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,C7,HNO918,CFU,Baso,KPL2115,34,48,0,1,0.11,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,C8,HNO918,CFU,Baso,KPL2115,34,48,0,2,0.109,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,C9,HNO918,CFU,Baso,KPL2115,34,48,0,3,0.112,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,C10,HNO918,CFU,Baso,KPL2115,34,48,48,1,3.487,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,C11,HNO918,CFU,Baso,KPL2115,34,48,48,2,3.31,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,C12,HNO918,CFU,Baso,KPL2115,34,48,48,3,3.351,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,D1,HNO918,CFU,Baso,KPL2115,37,24,0,1,0.092,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,D2,HNO918,CFU,Baso,KPL2115,37,24,0,2,0.09,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,D3,HNO918,CFU,Baso,KPL2115,37,24,0,3,0.09,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,D4,HNO918,CFU,Baso,KPL2115,37,24,24,1,0.173,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,D5,HNO918,CFU,Baso,KPL2115,37,24,24,2,0.171,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,D6,HNO918,CFU,Baso,KPL2115,37,24,24,3,0.174,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,D7,HNO918,CFU,Baso,KPL2115,37,48,0,1,0.089,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,D8,HNO918,CFU,Baso,KPL2115,37,48,0,2,0.089,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,D9,HNO918,CFU,Baso,KPL2115,37,48,0,3,0.088,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,D10,HNO918,CFU,Baso,KPL2115,37,48,48,1,0.139,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,D11,HNO918,CFU,Baso,KPL2115,37,48,48,2,0.141,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_20_2022,1,D12,HNO918,CFU,Baso,KPL2115,37,48,48,3,0.145,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_07_2023,3,E8,HNO204,CFU,Baso,KPL2115,34,24,24,2,0.129,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_07_2023,3,E9,HNO204,CFU,Baso,KPL2115,34,24,24,3,0.13,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,H7,HNO919,CFU,Baso,KPL2115,37,48,48,1,0.239,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,H8,HNO919,CFU,Baso,KPL2115,37,48,48,2,0.242,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,H9,HNO919,CFU,Baso,KPL2115,37,48,48,3,0.246,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,B7,HNO204,CFU,Baso,KPL2115,34,24,24,1,0.109,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,B8,HNO204,CFU,Baso,KPL2115,34,24,24,2,0.108,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,B9,HNO204,CFU,Baso,KPL2115,34,24,24,3,0.096,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,A8,HNO918,CFU,Baso,KPL2115,34,24,0,2,0.088,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,A9,HNO918,CFU,Baso,KPL2115,34,24,0,3,0.088,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,2,G9,HNO204,CFU,Baso,KPL2115,37,48,0,3,0.133,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,A7,HNO204,CFU,Baso,KPL2115,34,24,0,1,0.148,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,F1,HNO204,CFU,Baso,KPL2115,34,24,0,1,0.092,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,F2,HNO204,CFU,Baso,KPL2115,34,24,0,2,0.091,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,F3,HNO204,CFU,Baso,KPL2115,34,24,0,3,0.092,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,F4,HNO204,CFU,Baso,KPL2115,34,24,24,1,0.097,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,F5,HNO204,CFU,Baso,KPL2115,34,24,24,2,0.1,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,F6,HNO204,CFU,Baso,KPL2115,34,24,24,3,0.097,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,F7,HNO204,CFU,Baso,KPL2115,34,48,0,1,0.09,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,F8,HNO204,CFU,Baso,KPL2115,34,48,0,2,0.089,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,F9,HNO204,CFU,Baso,KPL2115,34,48,0,3,0.093,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,F10,HNO204,CFU,Baso,KPL2115,34,48,48,1,0.109,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,F11,HNO204,CFU,Baso,KPL2115,34,48,48,2,0.113,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,F12,HNO204,CFU,Baso,KPL2115,34,48,48,3,0.108,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,G1,HNO204,CFU,Baso,KPL2115,37,24,0,1,0.097,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,G2,HNO204,CFU,Baso,KPL2115,37,24,0,2,0.099,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,G3,HNO204,CFU,Baso,KPL2115,37,24,0,3,0.099,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,G4,HNO204,CFU,Baso,KPL2115,37,24,24,1,0.125,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,G5,HNO204,CFU,Baso,KPL2115,37,24,24,2,0.105,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,G6,HNO204,CFU,Baso,KPL2115,37,24,24,3,0.105,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,G7,HNO204,CFU,Baso,KPL2115,37,48,0,1,0.122,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,G8,HNO204,CFU,Baso,KPL2115,37,48,0,2,0.102,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,G9,HNO204,CFU,Baso,KPL2115,37,48,0,3,0.107,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,G10,HNO204,CFU,Baso,KPL2115,37,48,48,1,0.187,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,G11,HNO204,CFU,Baso,KPL2115,37,48,48,2,0.188,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_21_2022,1,G12,HNO204,CFU,Baso,KPL2115,37,48,48,3,0.186,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Spn,01_17_2023,1,B7,HNO204,CFU,Baso,KPL1906,34,48,0,1,0.136,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_17_2022,1,E7,HNO918,CFU,Baso,KPL1906,37,24,0,1,0.094700001,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,09_14_2022,1,C11,HNO919,CFU,Baso,KPL1906,34,48,0,2,0.112,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_31_2022,1,G11,HNO204,CFU,Baso,KPL1906,37,48,0,2,0.098,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,01_17_2023,1,B11,HNO204,CFU,Baso,KPL1906,34,48,48,2,0.144,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,10_11_2022,1,B11,HNO204,CFU,Baso,KPL1906,34,24,24,2,0.129,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,09_06_2022,1,D12,HNO919,CFU,Baso,KPL1906,34,48,48,3,0.086,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,09_13_2022,1,A10,HNO204,CFU,Baso,KPL1906,34,24,0,1,0.086,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,09_06_2022,1,C12,HNO919,CFU,Baso,KPL1906,34,48,0,3,0.074,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_30_2022,1,D11,HNO918,CFU,Baso,KPL1906,34,48,48,2,0.203,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,01_17_2023,1,B8,HNO204,CFU,Baso,KPL1906,34,48,0,2,0.128,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,01_17_2023,1,B9,HNO204,CFU,Baso,KPL1906,34,48,0,3,0.123,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_30_2022,1,G11,HNO918,CFU,Baso,KPL1906,37,48,0,2,0.096,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_30_2022,1,B11,HNO918,CFU,Baso,KPL1906,34,24,24,2,0.124,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_09_2022,1,E9,HNO918,CFU,Baso,KPL1906,37,24,24,1,0.159999996,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_09_2022,1,E1,HNO918,CFU,Baso,KPL1906,34,24,0,1,0.066200003,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_30_2022,1,B12,HNO918,CFU,Baso,KPL1906,34,24,24,3,0.118,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,01_17_2023,1,B12,HNO204,CFU,Baso,KPL1906,34,48,48,3,0.157,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_17_2022,1,G4,HNO918,CFU,Baso,KPL1906,37,48,0,2,0.1149,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_17_2022,1,G3,HNO918,CFU,Baso,KPL1906,37,48,0,1,0.500199974,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_30_2022,1,H10,HNO918,CFU,Baso,KPL1906,37,48,48,1,0.191,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,09_27_2023,1,D11,HNO919,CFU,Baso,KPL1906,34,48,48,2,0.121,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_31_2022,1,G10,HNO204,CFU,Baso,KPL1906,37,48,0,1,0.102,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,02_07_2023,3,F11,HNO204,CFU,Baso,KPL1906,34,48,0,2,0.126,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_31_2022,1,H11,HNO204,CFU,Baso,KPL1906,37,48,48,2,0.105,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_09_2022,1,E2,HNO918,CFU,Baso,KPL1906,34,24,0,2,0.081900001,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,09_06_2022,1,D11,HNO919,CFU,Baso,KPL1906,34,48,48,2,0.086,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,10_04_2022,1,F3,HNO918,CFU,Baso,KPL1906,34,24,0,3,0.105,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_30_2022,1,F10,HNO918,CFU,Baso,KPL1906,37,24,24,1,0.109,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,09_13_2022,1,A11,HNO204,CFU,Baso,KPL1906,34,24,0,2,0.084,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_30_2022,1,F12,HNO918,CFU,Baso,KPL1906,37,24,24,3,0.107,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,01_17_2023,1,B10,HNO204,CFU,Baso,KPL1906,34,48,48,1,0.171,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,02_07_2023,3,G12,HNO204,CFU,Baso,KPL1906,34,48,48,3,0.141,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,02_07_2023,3,F12,HNO204,CFU,Baso,KPL1906,34,48,0,3,0.127,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,10_11_2022,1,E10,HNO204,CFU,Baso,KPL1906,37,24,0,1,0.119,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_30_2022,1,G12,HNO918,CFU,Baso,KPL1906,37,48,0,3,0.098,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,09_13_2022,1,B11,HNO204,CFU,Baso,KPL1906,34,24,24,2,0.106,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_30_2022,1,C12,HNO918,CFU,Baso,KPL1906,34,48,0,3,0.097,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,10_04_2022,1,G2,HNO918,CFU,Baso,KPL1906,37,24,0,2,0.1,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,09_27_2023,1,A10,HNO919,CFU,Baso,KPL1906,34,24,0,1,0.138,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,09_27_2023,1,A11,HNO919,CFU,Baso,KPL1906,34,24,0,2,0.081,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,09_14_2022,1,D12,HNO919,CFU,Baso,KPL1906,34,48,48,3,0.132,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_31_2022,1,E10,HNO204,CFU,Baso,KPL1906,37,24,0,1,0.093,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_09_2022,1,E5,HNO918,CFU,Baso,KPL1906,34,48,48,1,0.128000006,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,09_13_2022,1,C12,HNO204,CFU,Baso,KPL1906,34,48,0,3,0.085,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_09_2022,1,E6,HNO918,CFU,Baso,KPL1906,34,48,48,2,0.126000002,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_09_2022,1,E7,HNO918,CFU,Baso,KPL1906,37,24,0,1,0.118600003,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,10_11_2022,1,A11,HNO204,CFU,Baso,KPL1906,34,24,0,2,0.119,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_30_2022,1,G10,HNO918,CFU,Baso,KPL1906,37,48,0,1,0.099,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,09_13_2022,1,B10,HNO204,CFU,Baso,KPL1906,34,24,24,1,0.105,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,10_04_2022,1,F2,HNO918,CFU,Baso,KPL1906,34,24,0,2,0.113,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,02_28_2023,1,E7,HNO204,CFU,Baso,KPL1906,34,24,24,1,0.14,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,09_06_2022,1,D10,HNO919,CFU,Baso,KPL1906,34,48,48,1,0.098,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_31_2022,1,H12,HNO204,CFU,Baso,KPL1906,37,48,48,3,0.112,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_23_2022,1,E2,HNO204,CFU,Baso,KPL1906,34,24,0,2,0.137600005,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_23_2022,1,E3,HNO204,CFU,Baso,KPL1906,34,24,24,1,0.184100002,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,08_23_2022,1,E4,HNO204,CFU,Baso,KPL1906,34,24,24,2,0.159999996,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
Spn,09_06_2022,1,C11,HNO919,CFU,Baso,KPL1906,34,48,0,2,0.075,T,F,<i><b><span style='color:#927ED1;'>Spn</span></i></b>
